,name,drug_index,interaction
1300,Ribavirin,428,Taking ribavirin with a high-fat meal slows the absorption and increases the AUC and Cmax of ribavirin
1301,Phenylbutazone,429,'Avoid alcohol
1302,Phenylbutazone,429,"', 'Take with food"
1303,Phenylbutazone,429,Food reduces irritation
1304,Fentanyl,430,'Avoid alcohol
1305,Meloxicam,431,'Avoid alcohol
1306,Meloxicam,431,The risk of gastrointestinal bleeding may be increased
1307,Meloxicam,431,"', 'Take with or without food"
1308,Meloxicam,431,The absorption is unaffected by food
1309,Sodium lauryl sulfate,432,'Take after a meal
1310,Sodium lauryl sulfate,432,"When Sodium lauryl sulfate is formulated in paste form for oral health, it should be used after meals"
1311,Orciprenaline,433,'Limit caffeine intake
1312,Orciprenaline,433,"', 'Take with or without food"
1313,Orciprenaline,433,The absorption is unaffected by food
1314,Acetazolamide,434,'Drink plenty of fluids
1315,Acetazolamide,434,"', 'Take with food"
1316,Acetazolamide,434,Take at least 6 hours before bedtime
1317,Tadalafil,435,'Avoid excessive or chronic alcohol consumption
1318,Tadalafil,435,Ingesting excess amounts of alcohol (more than four drinks in a short time) may potentiate the hypotension and dizziness caused by tadalafil
1319,Tadalafil,435,"', 'Avoid grapefruit products"
1320,Tadalafil,435,"Tadalafil is metabolized by CYP3A4, and grapefruit products are CYP3A4 inhibitors; therefore, coadministration may increase serum levels of tadalafil and result in increased hypotension"
1321,Tadalafil,435,"', 'Take with or without food"
1322,Disulfiram,436,'Avoid alcohol
1323,Disulfiram,436,Avoid alcohol for up to 14 days after discontinuation
1324,Disulfiram,436,"', 'Take with or without food"
1325,Disulfiram,436,The absorption is unaffected by food
1326,Fosfomycin,437,'Take with or without food
1327,Fosfomycin,437,The absorption is unaffected by food
1328,Diazepam,438,'Avoid alcohol
1329,Diazepam,438,"', 'Take on an empty stomach"
1330,Diazepam,438,Food may decrease absorption and time to therapeutic effect
1331,Trifluoperazine,439,'Avoid excessive or chronic alcohol consumption
1332,Trifluoperazine,439,Ingesting alcohol may potentiate the sedative and CNS depressant effects of trifluoperazine
1333,Cefaclor,440,'Take with or without food
1334,Mifepristone,441,'Avoid grapefruit products
1335,Mifepristone,441,Grapefruit inhibits the metabolism of mifepristone through the CYP3A4 pathway causing increased serum levels of mifepristone
1336,Mifepristone,441,"', 'Take with food"
1337,Mifepristone,441,Taking mifepristone with meals has been shown to increase serum levels of mifepristone
1338,Brompheniramine,442,'Avoid alcohol
1339,Brompheniramine,442,"', 'Take with food"
1340,Tolazamide,443,'Avoid excessive or chronic alcohol consumption
1341,Tolazamide,443,Ingesting alcohol may increase the risk of hypoglycemia
1342,Tolazamide,443,"', 'Take with food"
1343,Tolazamide,443,Taking tolazamide with breakfast may help reduce the risk of hypoglycemia
1344,Oxazepam,444,'Avoid alcohol
1345,Oxazepam,444,Co-administration with alcohol may potentiate the CNS effects of oxazepam
1346,Donepezil,445,'Avoid alcohol
1347,Donepezil,445,"', 'Take with or without food"
1348,Donepezil,445,The absorption is unaffected by food
1349,Nalbuphine,446,'Avoid alcohol
1350,Nalbuphine,446,Ingesting alcohol may increase the sedative and CNS depressant effects of nalbuphine
1351,Clofazimine,447,'Take with food
1352,Clofazimine,447,Prescribing information for clofazimine recommends its administration with a meal
1353,Cysteamine,448,'Take on an empty stomach
1354,Cysteamine,448,The delayed-release capsules should be taken at least 30 minutes before or 2 hours after a high-fat meal to ensure adequate exposure
1355,Cysteamine,448,"', 'Take with or without food"
1356,Cysteamine,448,The immediate release preparation can be taken with or without food
1357,Levamisole,449,'Take on an empty stomach
1358,Perphenazine,450,'Avoid alcohol
1359,Perphenazine,450,Consuming alcohol may increase hypotension
1360,Perphenazine,450,Perphenazine may increase the effects of alcohol
1361,Dacarbazine,451,'Take on an empty stomach
1362,Dacarbazine,451,Fasting for four to six hours before treatment may be beneficial to reduce nausea and vomiting associated with Dacarbazine therapy
1363,Pseudoephedrine,452,'Take with or without food
1364,Pseudoephedrine,452,The absorption is unaffected by food
1365,Temozolomide,453,'Take at the same time every day
1366,Temozolomide,453,"', 'Take on an empty stomach"
1367,Temozolomide,453,Food reduces the absorption of temozolomide and taking it on an empty stomach may reduce temozolomide associated nausea and vomiting
1368,Levorphanol,454,'Avoid alcohol
1369,Levorphanol,454,"', 'Take with or without food"
1370,Levorphanol,454,Food does not significantly affect absorption
1371,Terbinafine,455,'Limit caffeine intake
1372,Terbinafine,455,"Terbinafine may reduce the metabolism of caffeine by approximately 19%, monitor for increased effects of caffeine"
1373,Terbinafine,455,"', 'Take with or without food"
1374,Penicillamine,456,'Drink plenty of fluids
1375,Penicillamine,456,"', 'Take on an empty stomach"
1376,Penicillamine,456,Co-administration with food decreases bioavailability
1377,Prednisolone,457,'Avoid alcohol
1378,Prednisolone,457,"', 'Take with food"
1379,Prednisolone,457,Food reduces irritation
1380,Diflunisal,458,'Avoid alcohol
1381,Diflunisal,458,"', 'Take with food"
1382,Diflunisal,458,Food reduces irritation
1383,Vardenafil,459,'Avoid grapefruit products
1384,Vardenafil,459,"Vardenafil is metabolized by CYP3A4, and grapefruit products are CYP3A4 inhibitors; therefore, coadministration may increase serum levels of vardenafil and result in increased hypotension"
1385,Vardenafil,459,"', 'Take with or without food"
1386,Vardenafil,459,"High-fat meals reduce the Cmax of vardenafil; however, there are no changes in AUC or Tmax"
1387,Ranitidine,460,'Take with or without food
1388,Ranitidine,460,The absorption is unaffected by food
1389,Tacrolimus,461,'Avoid alcohol
1390,Tacrolimus,461,Consuming alcohol may increase the rate of tacrolimus release from extended-release formulations
1391,Tacrolimus,461,"', 'Avoid grapefruit products"
1392,Tacrolimus,461,"', ""Exercise caution with St John's Wort"
1393,Tacrolimus,461,"This herb induces the CYP3A4 metabolism of tacrolimus; therefore, monitoring tacrolimus whole blood trough concentrations may be warranted"
1394,Tacrolimus,461,""", 'Take at the same time every day"
1395,Tacrolimus,461,"', 'Take on an empty stomach"
1396,Tacrolimus,461,Take at least 1 hour before or 2 hours after a meal as coadministration with food decreases the rate and extent of absorption
1397,Tacrolimus,461,"', 'Take separate from antacids"
1398,Tacrolimus,461,"Coadministration of tacrolimus with aluminum or magnesium hydroxide antacids may increase the serum levels of tacrolimus, which poses a risk for toxicity"
1399,Benzphetamine,462,'Limit caffeine intake
1400,Benzphetamine,462,Excess caffeine intake may increase the CNS stimulation caused by benzphetamine hydrochloride
1401,Benzonatate,463,'Take with or without food
1402,Benzonatate,463,The absorption is unaffected by food
1403,Guaifenesin,464,'Take with a full glass of water
1404,Guaifenesin,464,"', 'Take with or without food"
1405,Guaifenesin,464,The absorption is unaffected by food
1406,Flupentixol,465,'Avoid alcohol
1407,Flupentixol,465,Flupentixol can enhance the sedative effects of alcohol
1408,Flupentixol,465,"', 'Take with or without food"
1409,Flupentixol,465,Food has negligible effects on drug pharmacokinetics
1410,Eprosartan,466,'Take with or without food
1411,Eprosartan,466,The absorption is unaffected by food
1412,Sirolimus,467,'Avoid grapefruit products
1413,Sirolimus,467,Grapefruit inhibits the CYP3A4 metabolism of sirolimus and increases its serum concentration
1414,Sirolimus,467,"', ""Exercise caution with St John's Wort"
1415,Sirolimus,467,This herb induces CYP3A4 and P-gp; thus it may reduce sirolimus serum concentrations
1416,Sirolimus,467,""", 'Take with or without food"
1417,Sirolimus,467,Take consistently with regard to food
1418,Chlorhexidine,468,'Take separate from meals
1419,Chlorhexidine,468,May affect the taste of food and beverages
1420,Chlorhexidine,468,Avoid eating or drinking for 30 minutes following use
1421,Emtricitabine,469,'Take with or without food
1422,Emtricitabine,469,The absorption is unaffected by food
1423,Quinapril,470,'Avoid fatty foods
1424,Quinapril,470,"', 'Avoid hypertensive herbs (e"
1425,Quinapril,470,"bayberry, blue cohosh, cayenne, ephedra, and licorice)"
1426,Quinapril,470,"', 'Avoid potassium-containing products"
1427,Quinapril,470,Potassium products increase the risk of hyperkalemia
1428,Quinapril,470,"', 'Limit salt intake"
1429,Quinapril,470,Salt may attenuate the antihypertensive effect
1430,Clomifene,471,'Take with or without food
1431,Clomifene,471,The absorption is unaffected by food
1432,Isosorbide dinitrate,472,'Take with or without food
1433,Isosorbide dinitrate,472,Food decreases drug absorption
1434,Risedronic acid,473,'Administer vitamin supplements
1435,Risedronic acid,473,Patients may require supplemental vitamin D
1436,Risedronic acid,473,"', 'Avoid multivalent ions"
1437,Risedronic acid,473,"Calcium, antacids, and divalent ions may interfere with the absorption of this medication"
1438,Risedronic acid,473,"', 'Take on an empty stomach"
1439,Risedronic acid,473,"', 'Take with a full glass of water"
1440,Bumetanide,474,'Take with food
1441,Bumetanide,474,Food reduces irritation
1442,Granisetron,475,'Take with or without food
1443,Granisetron,475,The absorption is unaffected by food
1444,Triazolam,476,'Avoid alcohol
1445,Triazolam,476,"Ingesting alcohol may increase the risk of complex behaviors like sleep-driving, which the patient does not remember"
1446,Triazolam,476,"', 'Avoid grapefruit products"
1447,Triazolam,476,"Grapefruit may reduce the CYP3A4 metabolism of triazolam, which increases the serum concentration of triazolam"
1448,Remifentanil,477,'Avoid alcohol
1449,Remifentanil,477,Ingesting alcohol may increase the sedative and CNS depressant effects of remifentanil
1450,Didanosine,478,'Avoid alcohol
1451,Didanosine,478,"', 'Take on an empty stomach"
1452,Didanosine,478,Take at least 1 hour before or 2 hours after meals
1453,Etacrynic acid,479,'Take with food
1454,Etacrynic acid,479,Food reduces irritation
1455,Ondansetron,480,'Take with or without food
1456,Ondansetron,480,The absorption is unaffected by food
1457,Tiagabine,481,'Avoid alcohol
1458,Tiagabine,481,Ingesting alcohol may increase drowsiness and dizziness
1459,Tiagabine,481,"', 'Take with food"
1460,Quinidine,482,'Exercise caution with grapefruit products
1461,Quinidine,482,"Grapefruit may delay the absorption of quinidine, and inhibit its metabolism through CYP3A4"
1462,Quinidine,482,"', ""Exercise caution with St John's Wort"
1463,Quinidine,482,""", 'Take separate from antacids"
1464,Quinidine,482,Antacids may reduce the absorption of quinidine
1465,Quinidine,482,"', 'Take with or without food"
1466,Quinidine,482,Taking quinidine with food may slow its absorption
1467,Zonisamide,483,'Avoid alcohol
1468,Zonisamide,483,Ingesting alcohol may increase drowsiness and dizziness
1469,Zonisamide,483,"', 'Take with or without food"
1470,Paricalcitol,484,'Avoid antacids
1471,Paricalcitol,484,Avoid taking aluminum-containing antacids chronically with paricalcitol as there is an increased risk of aluminum toxicity
1472,Paricalcitol,484,"', 'Exercise caution with grapefruit products"
1473,Paricalcitol,484,"Grapefruit inhibits CYP3A4, and paricalcitol metabolism is mediated partially through CYP3A4; therefore, grapefruit may increase paricalcitol serum levels"
1474,Paricalcitol,484,"', 'Take with or without food"
1475,Tinidazole,485,'Avoid alcohol
1476,Tinidazole,485,"Avoid concomitant use of alcohol with tinidazole as it may cause flushing, nausea, vomiting, and headaches"
1477,Tinidazole,485,"', 'Take with food"
1478,Tinidazole,485,Administering with food may reduce gastrointestinal upset and epigastric discomfort caused by tinidazole but does not affect bioavailability
1479,Repaglinide,486,'Take before a meal
1480,Repaglinide,486,Repaglinide should be taken before each meal of the day
1481,Anileridine,487,'Take with or without food
1482,Anileridine,487,The absorption is unaffected by food
1483,Amantadine,488,'Avoid alcohol
1484,Amantadine,488,"', 'Take with or without food"
1485,Amantadine,488,The absorption is unaffected by food
1486,Metronidazole,489,'Avoid alcohol
1487,Metronidazole,489,"Unpleasant symptoms such as nausea, vomiting, and abdominal distress may occur with alcohol"
1488,Metronidazole,489,"', 'Take with or without food"
1489,Metronidazole,489,"The extended release formulation should, however, be taken without food"
1490,Almotriptan,490,'Take with or without food
1491,Almotriptan,490,The absorption is unaffected by food
1492,Ketotifen,491,'Take with or without food
1493,Ketotifen,491,The co-administration of food does not significantly affect ketotifen disposition
1494,Buprenorphine,492,'Avoid alcohol
1495,Buprenorphine,492,Ingesting alcohol may increase the sedative and CNS depressant effects of buprenorphine
1496,Buprenorphine,492,"', 'Avoid grapefruit products"
1497,Buprenorphine,492,"Grapefruit inhibits the metabolism of buprenorphine through CYP3A4, which increases the serum levels buprenorphine"
1498,Buprenorphine,492,"', 'Take separate from meals"
1499,Buprenorphine,492,"When buprenorphine is formulated as a sublingual tablet or buccal film, avoid eating or drinking until the dosage form is completely dissolved"
1500,Cyclobenzaprine,493,'Avoid alcohol
1501,Cyclobenzaprine,493,Cyclobenzaprine is a central nervous system depressant which may be potentiated by the co-administration of alcohol
1502,Etretinate,494,'Avoid alcohol
